exchange,symbol,scripcode,securitytype,security desc.,expirydate,opttype,strikeprice,multiplier,ticksize,lotsize,divider,basecurrency,settlecurrency,digits,token,settlement_price
MT5_NSE,DEEPAKNTR,DEEPAKNTRJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132996,
MT5_NSE,DELTACORP,DELTACORPH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132997,
MT5_NSE,DELTACORP,DELTACORPJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132998,
MT5_NSE,DIVISLAB,DIVISLABH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132999,
MT5_NSE,DIVISLAB,DIVISLABJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133000,
MT5_NSE,DIXON,DIXONH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133001,
MT5_NSE,DIXON,DIXONJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133002,
MT5_NSE,DLF,DLFH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133003,
MT5_NSE,DLF,DLFJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133004,
MT5_NSE,DRREDDY,DRREDDYH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133005,
MT5_NSE,DRREDDY,DRREDDYJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133006,
MT5_NSE,EICHERMOT,EICHERMOTH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133007,
MT5_NSE,EICHERMOT,EICHERMOTJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133008,
MT5_NSE,ESCORTS,ESCORTSH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133009,
MT5_NSE,ESCORTS,ESCORTSJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133010,
MT5_NSE,EXIDEIND,EXIDEINDH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133011,
MT5_NSE,EXIDEIND,EXIDEINDJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133012,
MT5_NSE,FEDERALBNK,FEDERALBNKH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133013,
MT5_NSE,FEDERALBNK,FEDERALBNKJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133014,
MT5_NSE,FINNIFTY,FINNIFTYH,Future,NSE Future,25Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133015,
MT5_NSE,FINNIFTY,FINNIFTYJ,Future,NSE Future,29Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133016,
MT5_NSE,FSL,FSLH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133017,
MT5_NSE,FSL,FSLJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133018,
MT5_NSE,GAIL,GAILH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133019,
MT5_NSE,GAIL,GAILJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133020,
MT5_NSE,GLENMARK,GLENMARKH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133021,
MT5_NSE,GLENMARK,GLENMARKJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133022,
MT5_NSE,GMRINFRA,GMRINFRAH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133023,
MT5_NSE,GMRINFRA,GMRINFRAJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133024,
MT5_NSE,GNFC,GNFCH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133025,
MT5_NSE,GNFC,GNFCJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133026,
MT5_NSE,GODREJCP,GODREJCPH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133027,
MT5_NSE,GODREJCP,GODREJCPJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133028,
MT5_NSE,GODREJPROP,GODREJPROPH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133029,
MT5_NSE,GODREJPROP,GODREJPROPJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133030,
MT5_NSE,GRANULES,GRANULESH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133031,
MT5_NSE,GRANULES,GRANULESJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133032,
MT5_NSE,GRASIM,GRASIMH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133033,
MT5_NSE,GRASIM,GRASIMJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133034,
MT5_NSE,GSPL,GSPLH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133035,
MT5_NSE,GSPL,GSPLJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133036,
MT5_NSE,GUJGASLTD,GUJGASLTDH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133037,
MT5_NSE,GUJGASLTD,GUJGASLTDJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133038,
MT5_NSE,HAL,HALH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133039,
MT5_NSE,HAL,HALJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133040,
MT5_NSE,HAVELLS,HAVELLSH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133041,
MT5_NSE,HAVELLS,HAVELLSJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133042,
MT5_NSE,HCLTECH,HCLTECHH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133043,
MT5_NSE,HCLTECH,HCLTECHJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133044,
MT5_NSE,HDFC,HDFCH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133045,
MT5_NSE,HDFC,HDFCJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133046,
MT5_NSE,HDFCAMC,HDFCAMCH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133047,
MT5_NSE,HDFCAMC,HDFCAMCJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133048,
MT5_NSE,HDFCBANK,HDFCBANKH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133049,
MT5_NSE,HDFCBANK,HDFCBANKJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133050,
MT5_NSE,HDFCLIFE,HDFCLIFEH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133051,
MT5_NSE,HDFCLIFE,HDFCLIFEJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133052,
MT5_NSE,HEROMOTOCO,HEROMOTOCOH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133053,
MT5_NSE,HEROMOTOCO,HEROMOTOCOJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133054,
MT5_NSE,HINDALCO,HINDALCOH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133055,
MT5_NSE,HINDALCO,HINDALCOJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133056,
MT5_NSE,HINDCOPPER,HINDCOPPERH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133057,
MT5_NSE,HINDCOPPER,HINDCOPPERJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133058,
MT5_NSE,HINDPETRO,HINDPETROH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133059,
MT5_NSE,HINDPETRO,HINDPETROJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133060,
MT5_NSE,HINDUNILVR,HINDUNILVRH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133061,
MT5_NSE,HINDUNILVR,HINDUNILVRJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133062,
MT5_NSE,HONAUT,HONAUTH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133063,
MT5_NSE,HONAUT,HONAUTJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133064,
MT5_NSE,IBULHSGFIN,IBULHSGFINH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133065,
MT5_NSE,IBULHSGFIN,IBULHSGFINJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133066,
MT5_NSE,ICICIBANK,ICICIBANKH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133067,
MT5_NSE,ICICIBANK,ICICIBANKJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133068,
MT5_NSE,ICICIGI,ICICIGIH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133069,
MT5_NSE,ICICIGI,ICICIGIJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133070,
MT5_NSE,ICICIPRULI,ICICIPRULIH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133071,
MT5_NSE,ICICIPRULI,ICICIPRULIJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133072,
MT5_NSE,IDEA,IDEAH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133073,
MT5_NSE,IDEA,IDEAJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133074,
MT5_NSE,IDFC,IDFCH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133075,
MT5_NSE,IDFC,IDFCJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133076,
MT5_NSE,IDFCBANK,IDFCBANKJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133077,
MT5_NSE,IDFCFIRSTB,IDFCFIRSTBH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133078,
MT5_NSE,IDFCFIRSTB,IDFCFIRSTBJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133079,
MT5_NSE,IEX,IEXH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133080,
MT5_NSE,IEX,IEXJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133081,
MT5_NSE,IGL,IGLH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133082,
MT5_NSE,IGL,IGLJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133083,
MT5_NSE,INDHOTEL,INDHOTELH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133084,
MT5_NSE,INDHOTEL,INDHOTELJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133085,
MT5_NSE,INDIACEM,INDIACEMH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133086,
MT5_NSE,INDIACEM,INDIACEMJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133087,
MT5_NSE,INDIAMART,INDIAMARTH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133088,
MT5_NSE,INDIAMART,INDIAMARTJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133089,
MT5_NSE,INDIGO,INDIGOH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133090,
MT5_NSE,INDIGO,INDIGOJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133091,
MT5_NSE,INDUSINDBK,INDUSINDBKH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133092,
MT5_NSE,INDUSINDBK,INDUSINDBKJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133093,
MT5_NSE,INDUSTOWER,INDUSTOWERH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133094,
MT5_NSE,INDUSTOWER,INDUSTOWERJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133095,
MT5_NSE,INFRATEL,INFRATELH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133096,
MT5_NSE,INFRATEL,INFRATELJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133097,
MT5_NSE,INFY,INFYH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133098,
MT5_NSE,INFY,INFYJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133099,
MT5_NSE,INTELLECT,INTELLECTH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133100,
MT5_NSE,INTELLECT,INTELLECTJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133101,
MT5_NSE,IOC,IOCH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133102,
MT5_NSE,IOC,IOCJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133103,
MT5_NSE,IPCALAB,IPCALABH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133104,
MT5_NSE,IPCALAB,IPCALABJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133105,
MT5_NSE,IRCTC,IRCTCH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133106,
MT5_NSE,IRCTC,IRCTCJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133107,
MT5_NSE,ITC,ITCH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133108,
MT5_NSE,ITC,ITCJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133109,
MT5_NSE,JINDALSTEL,JINDALSTELH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133110,
MT5_NSE,JINDALSTEL,JINDALSTELJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133111,
MT5_NSE,JKCEMENT,JKCEMENTH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133112,
MT5_NSE,JKCEMENT,JKCEMENTJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133113,
MT5_NSE,JSWSTEEL,JSWSTEELH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133114,
MT5_NSE,JSWSTEEL,JSWSTEELJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133115,
MT5_NSE,JUBLFOOD,JUBLFOODH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133116,
MT5_NSE,JUBLFOOD,JUBLFOODJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133117,
MT5_NSE,KOTAKBANK,KOTAKBANKH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133118,
MT5_NSE,KOTAKBANK,KOTAKBANKJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133119,
MT5_NSE,L&NTFH,LNTFHH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133120,
MT5_NSE,L&TFH,LTFHH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133121,
MT5_NSE,L&TFH,LTFHJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133122,
MT5_NSE,LALPATHLAB,LALPATHLABH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133123,
MT5_NSE,LALPATHLAB,LALPATHLABJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133124,
MT5_NSE,LAURUSLABS,LAURUSLABSH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133125,
MT5_NSE,LAURUSLABS,LAURUSLABSJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133126,
MT5_NSE,LICHSGFIN,LICHSGFINH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133127,
MT5_NSE,LICHSGFIN,LICHSGFINJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133128,
MT5_NSE,LNTFH,LNTFHJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133129,
MT5_NSE,LT,LTH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133130,
MT5_NSE,LT,LTJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133131,
MT5_NSE,LTF,LTFH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,3613289,
MT5_NSE,LTI,LTIH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133132,
MT5_NSE,LTI,LTIJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133133,
MT5_NSE,LTIM,LTIMH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133134,
MT5_NSE,LTIM,LTIMJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133135,
MT5_NSE,LTTS,LTTSH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133136,
MT5_NSE,LTTS,LTTSJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133137,
MT5_NSE,LUPIN,LUPINH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133138,
MT5_NSE,LUPIN,LUPINJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133139,
MT5_NSE,M&M,MMH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133140,
MT5_NSE,M&M,MMJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133141,
MT5_NSE,M&MFIN,MMFINH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133142,
MT5_NSE,M&MFIN,MMFINJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133143,
MT5_NSE,MAM,MAMINDIAH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133144,
MT5_NSE,MAM,MAMINDIAJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133145,
MT5_NSE,MANAPPURAM,MANAPPURAMH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133146,
MT5_NSE,MANAPPURAM,MANAPPURAMJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133147,
MT5_NSE,MARICO,MARICOH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133148,
MT5_NSE,MARICO,MARICOJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133149,
MT5_NSE,MARUTI,MARUTIH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133150,
MT5_NSE,MARUTI,MARUTIJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133151,
MT5_NSE,MCDOWELL,MCDOWELLH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133152,
MT5_NSE,MCDOWELL,MCDOWELLJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133153,
MT5_NSE,MCDOWELL,MCDOWELLNH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133154,
MT5_NSE,MCDOWELL,MCDOWELLNJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133155,
MT5_NSE,MCX,MCXH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133156,
MT5_NSE,MCX,MCXJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133157,
MT5_NSE,METROPOLIS,METROPOLISH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133158,
MT5_NSE,METROPOLIS,METROPOLISJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133159,
MT5_NSE,MFSL,MFSLH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133160,
MT5_NSE,MFSL,MFSLJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133161,
MT5_NSE,MGL,MGLH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133162,
MT5_NSE,MGL,MGLJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133163,
MT5_NSE,MIDCPNIFTY,MIDCPNIFTYH,Future,NSE Future,28Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133164,
MT5_NSE,MIDCPNIFTY,MIDCPNIFTYJ,Future,NSE Future,28Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133165,
MT5_NSE,MINDTREE,MINDTREEH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133166,
MT5_NSE,MINDTREE,MINDTREEJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133167,
MT5_NSE,MOTHERSON,MOTHERSONH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133168,
MT5_NSE,MOTHERSON,MOTHERSONJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133169,
MT5_NSE,MOTHERSUMI,MOTHERSUMIH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133170,
MT5_NSE,MOTHERSUMI,MOTHERSUMIJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133171,
MT5_NSE,MPHASIS,MPHASISH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133172,
MT5_NSE,MPHASIS,MPHASISJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133173,
MT5_NSE,MRF,MRFH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133174,
MT5_NSE,MRF,MRFJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133175,
MT5_NSE,MUTHOOTFIN,MUTHOOTFINH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133176,
MT5_NSE,MUTHOOTFIN,MUTHOOTFINJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133177,
MT5_NSE,NAM,NAMINDIAH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133178,
MT5_NSE,NAM,NAMINDIAJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133179,
MT5_NSE,NATIONALUM,NATIONALUMH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133180,
MT5_NSE,NATIONALUM,NATIONALUMJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133181,
MT5_NSE,NAUKRI,NAUKRIH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133182,
MT5_NSE,NAUKRI,NAUKRIJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133183,
MT5_NSE,NAVINFLUOR,NAVINFLUORH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133184,
MT5_NSE,NAVINFLUOR,NAVINFLUORJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133185,
MT5_NSE,NBCC,NBCCH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133186,
MT5_NSE,NBCC,NBCCJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133187,
MT5_NSE,NESTLEIND,NESTLEINDH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133188,
MT5_NSE,NESTLEIND,NESTLEINDJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133189,
MT5_NSE,NIFTY,NIFTYH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133190,
MT5_NSE,NIFTY,NIFTYJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133191,
MT5_NSE,NMDC,NMDCH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133192,
MT5_NSE,NMDC,NMDCJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133193,
MT5_NSE,NTPC,NTPCH,Future,NSE Future,27Mar2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133194,
MT5_NSE,NTPC,NTPCJ,Future,NSE Future,24Apr2025,XX,0,1,1.0,1,1,INR,INR,0.0,36133195,
